dlpfc
-1.7419627
-0.9251141
-1.3830317
-1.1759974
-2.492703
-0.56626683
-0.6415703
-0.5124523
-1.1463516
-0.07781584
-0.34394068
0.083611
0.5269235
-0.020802254
0.4577166
0.35228166
-0.01854114
0.33635336
0.34950134
-0.14147878
-1.2305655
-2.1973176
-0.760304
-0.8078544
0.5564184
-0.19055334
-0.9696665
-0.33112767
0.40783808
0.23333028
1.0269648
-0.6011383
0.06573982
-0.008943965
-0.2573986
-1.1175433
0.19160853
0.08582186
-0.6866419
0.39038563
0.3373248
0.23065044
0.13151313
-0.4233644
-0.21579409
-0.27741364
0.9258678
-0.3514777
-1.1394008
-1.1155168
0.008776475
1.7386297
-0.89317375
-1.9384787
-2.014469
-1.5592647
0.020835754
-0.7007613
-0.56501067
-1.0480182
-0.90652275
-0.8874791
-0.6658396
-0.4898914
-0.6940617
-0.22182372
-0.14261772
0.3975877
1.3128701
0.8092948
0.75929904
0.9250471
0.22609472
0.33695632
1.3094534
1.1752436
-0.6537301
0.89695907
1.0129459
-1.3058021
-1.0319058
-1.404504
0.4517372
-0.33456123
-0.29541883
0.22818834
-0.9077789
1.0282377
0.045992747
0.74271756
-0.5282299
-0.4293438
-0.43667987
0.5510755
0.7170748
-0.4545008
0.7347953
-0.34841263
0.8324922
0.8318222
0.66019523
0.22366612
-0.02520724
1.5266209
1.2089761
2.6581664
0.5942712
2.0492566
0.85053086
0.5387315
0.44771746
1.1235394
-0.09751266
0.635524
1.0485375
0.9653117
1.5297195
0.29518434
-0.7482112
-0.5020009
0.939803
0.8560915
-0.06872114
-0.64604235
-0.0075203
0.13449445
1.0023773
2.1884408
1.6585193
0.12153073
-0.07585621
0.13911717
0.9183308
0.24096783
0.23028196
-0.07984247
0.39274725
2.749951
1.2448524
0.11674051
0.48518497
0.55884707
0.013566688
-0.42009836
1.2264286
0.5040946
-0.6918006
-1.1380274
0.098366864
0.7291676
-0.28769752
-0.07706214
0.233682
-1.1867502
-1.5024018
-0.5191184
-0.5123183
-0.71719205
-0.805208
-1.0443335
-0.5627998
1.0178868
0.08071342
-0.15164542
-0.7713583
-0.7117654
0.26709625
0.18757202
-0.20911123
0.36357048
-0.35409054
-0.39736995
2.2505293
1.608557
1.7136067
0.10406152
-0.0005192189
-1.0132474
0.6334303
0.44351345
0.72281975
1.5784422
0.18969914
1.0624894
0.13168062
0.8852683
0.29848388
-0.23987915
-0.7815082
-0.3625153
-1.3750926
-0.15114295
-1.9448768
-0.32253546
-1.98891
-0.31446242
-0.98929626
-0.34481162
-1.2672459
-0.7850925
-1.2926039
-0.9333546
-0.5147637
-0.24371466
-0.41983038
-1.3917747
-2.4294086
-1.2058274
-2.7690113
-1.7735345
-0.73417556
-0.49263826
1.1440737
-0.7714588
0.80477256
0.76797503
-0.6428265
-0.36164436
-0.70005786
-0.0071350727
-1.1304736
-0.5981067
-1.7845386
-0.8322912
-0.6625233
-0.45017955
-0.31029192
-1.7825791
-0.5630678
0.41867468
-0.48294058
-1.1945888
-0.5277274
-0.7416121
-0.7119999
-1.5396348
-1.1467034
-1.3880062
-0.9911722
-1.8955008
-0.55070704
-2.0140166
-1.698968
-0.57028663
-0.24229099
-1.3982733
-0.70955455
-1.2765751
-0.98604697
-1.8972595
-0.61438674
-0.250364
-2.355177
-0.3392007
-2.4762554
-0.6086083
-0.3066574
-1.2586201
-0.009999151
-1.9225671
-1.8728896
-1.2874787
-1.5426664
-0.026647655
-0.049359296
-0.48657513
-1.2747997
-0.046880443
-0.07934
-0.24059935
0.39135706
